unit,lon,lat,ssp,year,hazard
CNTY_00001,116.410637545937,39.9119433952807,Current,2024,0.0343324857485695
CNTY_00002,116.359603845427,39.9106843955093,Current,2024,0.032309275147523
CNTY_00003,116.509444842207,39.952389272407,Current,2024,0.0483067960480558
CNTY_00004,116.243958231889,39.8343369176667,Current,2024,0.0347572432091668
CNTY_00005,116.170243918139,39.9321921361429,Current,2024,0.0313147220299146
CNTY_00006,116.227051119187,40.0256004260077,Current,2024,0.0284211973090937
CNTY_00007,115.785575034653,39.9929539308929,Current,2024,0.0437872467468974
CNTY_00008,115.847564558158,39.7177669272263,Current,2024,0.0405792518776226
CNTY_00009,116.726717185177,39.8021681265444,Current,2024,0.0437018929987082
CNTY_00010,116.717913732051,40.1494352322813,Current,2024,0.0410112200358701
CNTY_00011,116.204808705358,40.2141422329224,Current,2024,0.0284322439710009
CNTY_00012,116.412999951159,39.6463752435144,Current,2024,0.0337467212024019
CNTY_00013,116.580042494499,40.6282364175809,Current,2024,0.0388283021319263
CNTY_00014,117.13885315198,40.2075389165222,Current,2024,0.0309657452187668
CNTY_00015,116.988215025071,40.5251469881114,Current,2024,0.0404227577699148
CNTY_00016,116.157622100686,40.5383469720141,Current,2024,0.0469103247065901
CNTY_00017,117.189830556516,39.1180173743483,Current,2024,0.029579376320615
CNTY_00018,117.248888084082,39.1195262839633,Current,2024,0.0295863627953491
CNTY_00019,117.222587945346,39.0788598221981,Current,2024,0.031811955251501
CNTY_00020,117.149842041897,39.109928256663,Current,2024,0.0318065371248172
CNTY_00021,117.207713401154,39.1661096691448,Current,2024,0.0294564152122879
CNTY_00022,117.149244159099,39.1635590894794,Current,2024,0.0289300895443178
CNTY_00023,117.402609690451,39.1327213549323,Current,2024,0.0307403237091189
CNTY_00024,117.113174483991,39.0277847395922,Current,2024,0.0331883295067514
CNTY_00025,117.379474377024,38.9635323102886,Current,2024,0.0393868404018067
CNTY_00026,117.166787111844,39.2520169888457,Current,2024,0.0293836359915292
CNTY_00027,117.022315199383,39.4503501843054,Current,2024,0.0313305239842692
CNTY_00028,117.399319702643,39.6081536293906,Current,2024,0.0300865464507931
CNTY_00029,117.567621037507,38.9042565699071,Current,2024,0.0331571241469006
CNTY_00030,117.650218976627,39.3762580411466,Current,2024,0.0294524683289402
CNTY_00031,116.96034780507,38.8547763357274,Current,2024,0.0259954359328981
CNTY_00032,117.42877584777,40.0019225788599,Current,2024,0.030510501931595
CNTY_00033,114.579058469181,38.0801996743823,Current,2024,0.0304715308847958
CNTY_00034,114.442929030148,38.0243833846401,Current,2024,0.0302177260989914
CNTY_00035,114.441348838261,38.0991384218566,Current,2024,0.0306675481100154
CNTY_00036,114.037040052493,38.0728221589076,Current,2024,0.0325012361951331
CNTY_00037,114.578003572121,38.0087620215972,Current,2024,0.0304479324095073
CNTY_00038,114.804892776046,38.0486333999191,Current,2024,0.0303626486358227
CNTY_00039,114.336145974221,38.0766323016128,Current,2024,0.0311723934386843
CNTY_00040,114.628781607467,37.8918888624398,Current,2024,0.0105683637453037
CNTY_00041,114.068556050743,37.9859257887016,Current,2024,0.0298092749105607
CNTY_00042,114.554471369486,38.2222510592014,Current,2024,0.0304575334378028
CNTY_00045,114.594635757289,37.6155328203834,Current,2024,0.0132163997947977
CNTY_00046,115.218571411539,38.1871973327036,Current,2024,0.028530045518788
CNTY_00048,114.939165863678,38.1784474560943,Current,2024,0.0303933163109584
CNTY_00049,113.860776608162,38.401920444,Current,2024,0.0304665405294371
CNTY_00050,114.417269787898,37.8007161202668,Current,2024,0.0293444214769372
CNTY_00051,114.819283348693,37.7624060661359,Current,2024,0.00952781191731966
CNTY_00052,115.285974575362,37.9156426018414,Current,2024,0.0117878701991173
CNTY_00055,118.191545287483,39.5638748284222,Current,2024,0.0278656022662964
CNTY_00056,118.12191671197,39.6680192808514,Current,2024,0.0233673621924176
CNTY_00057,118.430660675418,39.7134174421044,Current,2024,0.0202975478608383
CNTY_00058,118.27117889356,39.7000324379365,Current,2024,0.0236658773472022
CNTY_00059,118.127065534379,39.4390536123391,Current,2024,0.0262620612721517
CNTY_00060,118.077693592247,39.8170674125664,Current,2024,0.0210434558685415
CNTY_00061,118.407779665309,39.1914645111679,Current,2024,0.0388358263100438
CNTY_00062,118.591568372104,39.4533895645472,Current,2024,0.0356839043448806
CNTY_00063,118.932889938535,39.3387409665658,Current,2024,0.0302489403572408
CNTY_00064,118.359740382202,40.2313534810082,Current,2024,0.0224019700295532
CNTY_00065,117.722844053813,39.8119777898623,Current,2024,0.026891724513477
CNTY_00066,117.944090432818,40.1310328339131,Current,2024,0.0270700067322153
CNTY_00067,118.675595561603,40.0333676846501,Current,2024,0.0241607537678115
CNTY_00068,118.574480649372,39.7779832459154,Current,2024,0.0265244708104867
CNTY_00069,119.587103208537,40.075943881615,Current,2024,0.0306334839976233
CNTY_00070,119.734418945533,40.0197626334408,Current,2024,0.0317520648770192
CNTY_00071,119.419712202416,39.8382264829479,Current,2024,0.0273491272801722
CNTY_00072,119.273543627434,39.9574630435068,Current,2024,0.0270393780685595
CNTY_00073,119.127662665116,40.3469038968619,Current,2024,0.0292057329994834
CNTY_00074,119.090730518713,39.6258499067372,Current,2024,0.0288370873302434
CNTY_00075,118.973803074347,39.9171176915867,Current,2024,0.0270489940777948
CNTY_00076,114.477048156299,36.5035349660913,Current,2024,0.0291295315284015
CNTY_00077,114.572071592352,36.6620573630546,Current,2024,0.0299384963544432
CNTY_00078,114.353376349648,36.5722596895146,Current,2024,0.0280856098272643
CNTY_00079,114.177255176186,36.4688496378063,Current,2024,0.0282630656296713
CNTY_00080,114.825502283243,36.5709421972927,Current,2024,0.0263645151878519
CNTY_00081,114.615457195534,36.7857608673544,Current,2024,0.0291300747337956
CNTY_00082,114.573894354754,36.261066212004,Current,2024,0.0253894929279975
CNTY_00084,115.236965800493,36.3030560331857,Current,2024,0.0227385654410254
CNTY_00085,113.730533705144,36.5915617573841,Current,2024,0.0290129240819573
CNTY_00086,114.167574990423,36.3627631887879,Current,2024,0.0276821670586006
CNTY_00090,115.285946235081,36.6105628983296,Current,2024,0.0266951822244814
CNTY_00093,114.045951603207,36.7424166727762,Current,2024,0.0284855621386718
CNTY_00094,114.529202270747,37.037810087347,Current,2024,0.026496621212563
CNTY_00095,114.446021403923,37.0488995861758,Current,2024,0.0289147046360831
CNTY_00096,114.15103255488,37.1467867384156,Current,2024,0.0295939440029891
CNTY_00097,114.373152632973,37.4570415290117,Current,2024,0.0283188153029279
CNTY_00098,114.345080184014,37.3116639338895,Current,2024,0.0287542272748909
CNTY_00100,114.779530913956,37.3577217421833,Current,2024,0.0281536853546647
CNTY_00101,114.760376850701,37.1671973217719,Current,2024,0.0290599580434271
CNTY_00102,114.74224312002,37.0111640431931,Current,2024,0.026064075416164
CNTY_00104,115.046308383889,37.2708606467464,Current,2024,0.018886467286929
CNTY_00105,115.242753366416,37.4935671506981,Current,2024,0.0102667774627158
CNTY_00108,115.375015779969,37.0701644652597,Current,2024,0.0070913833636953
CNTY_00112,114.268608407276,36.9322033015295,Current,2024,0.0290975657278146
CNTY_00113,115.408666568592,38.8843752080342,Current,2024,0.0180452918656893
CNTY_00114,115.506614050048,38.8543116577006,Current,2024,0.0187083546179359
CNTY_00115,115.249208806366,38.970471429474,Current,2024,0.0166342916921345
CNTY_00117,115.569308387552,39.035860329496,Current,2024,0.0306393208480024
CNTY_00118,115.431551840119,39.6083237267737,Current,2024,0.0202845426621406
CNTY_00119,114.151550771317,38.8871908614534,Current,2024,0.019685186546331
CNTY_00121,114.793895428722,38.8969356420904,Current,2024,0.0165704008274649
CNTY_00123,115.895386127815,39.0521904339927,Current,2024,0.0306975535217586
CNTY_00124,114.717576613708,39.3595743428881,Current,2024,0.0303736211589222
CNTY_00126,115.872899367123,38.8729077846208,Current,2024,0.0289385061959651
CNTY_00127,115.240413169578,39.3095738979151,Current,2024,0.0337578451049807
CNTY_00128,114.648311887098,38.6999787429959,Current,2024,0.017754999680626
CNTY_00129,115.656440347043,38.52222194174,Current,2024,0.0131733028030113
CNTY_00131,115.475446213566,38.4522143192522,Current,2024,0.0266224458345021
CNTY_00132,116.169434444246,39.037592573548,Current,2024,0.0293859942568228
CNTY_00133,115.987863417674,39.4757092962042,Current,2024,0.0307021280266737
CNTY_00134,115.044595900351,38.4599952357071,Current,2024,0.0266224458345021
CNTY_00137,115.042548075265,40.757057605697,Current,2024,0.0191207359836579
CNTY_00138,114.85538954543,40.7854143926136,Current,2024,0.019604187525492
CNTY_00139,115.044114860999,40.5261216709223,Current,2024,0.0256325259501362
CNTY_00140,115.305894998347,40.540122310923,Current,2024,0.0219362387086161
CNTY_00141,114.599027402861,40.8389715184624,Current,2024,0.0186760929867218
CNTY_00142,115.207955888964,41.0180016012469,Current,2024,0.0333016031822257
CNTY_00143,114.759660375032,41.2854010297652,Current,2024,0.0213531191292529
CNTY_00144,114.59316263195,41.7755845574982,Current,2024,0.0262730545687299
CNTY_00145,115.625108326847,41.571488830251,Current,2024,0.0303783737285839
CNTY_00146,114.139964461494,41.1234495385978,Current,2024,0.0209194813063358
CNTY_00147,114.698568028545,39.872341435521,Current,2024,0.0200720392630155
CNTY_00148,114.380441606223,40.13116281122,Current,2024,0.0229265093493679
CNTY_00149,114.490702225859,40.5514906417994,Current,2024,0.0219210405790279
CNTY_00150,115.622672501617,40.3405317862726,Current,2024,0.0405142292868649
CNTY_00151,115.212420380239,40.0945501314027,Current,2024,0.0238418610008627
CNTY_00152,115.879840991188,40.9483352600756,Current,2024,0.0196678629938469
CNTY_00153,117.970088705651,40.9256182243533,Current,2024,0.0287267812974152
CNTY_00154,117.785352156244,40.9754719199108,Current,2024,0.0261915499297025
CNTY_00156,118.126362885876,40.970816415593,Current,2024,0.0267390645926298
CNTY_00157,117.714987499192,40.4466997420862,Current,2024,0.0308961407785225
CNTY_00158,117.327887901178,40.9167876931916,Current,2024,0.025412066278215
CNTY_00159,117.557084984435,41.5099766205061,Current,2024,0.0397428162663134
CNTY_00160,116.612093155376,41.4163674839583,Current,2024,0.0282304767034109
CNTY_00161,118.622921156233,40.5702903420966,Current,2024,0.0379342349102936
CNTY_00162,117.534072007243,42.1019653725644,Current,2024,0.0278521356924938
CNTY_00163,118.726146855635,41.0662194763766,Current,2024,0.0426387941527977
CNTY_00164,116.900421616439,38.3090208260287,Current,2024,0.0205727539629262
CNTY_00165,116.82264239475,38.3153321138209,Current,2024,0.0186278175926573
CNTY_00166,116.850439657632,38.2943097094456,Current,2024,0.019943162968907
CNTY_00167,116.841362921201,38.5592450824355,Current,2024,0.0159683803421976
CNTY_00169,117.553166290965,38.1355156187936,Current,2024,0.0195944913409074
CNTY_00172,116.850708911002,38.0159439654514,Current,2024,0.0207276694173471
CNTY_00173,116.494149545047,37.6551443695306,Current,2024,0.017917428815901
CNTY_00174,116.164649305726,38.2361614706024,Current,2024,0.024992176572278
CNTY_00176,116.375684441713,38.0831377363111,Current,2024,0.0257263651364846
CNTY_00177,116.151562610694,38.7360302867853,Current,2024,0.0269909568540933
CNTY_00178,117.404361216261,38.3948908638836,Current,2024,0.0278596998737609
CNTY_00179,116.261720054965,38.4772545588024,Current,2024,0.0225754367430669
CNTY_00180,116.753265579705,39.341878614607,Current,2024,0.0194525810758713
CNTY_00181,116.622821098668,39.5373861140888,Current,2024,0.0269715257555581
CNTY_00182,116.278584227623,39.3444550205806,Current,2024,0.027440696675556
CNTY_00184,117.039234354526,39.7357837027398,Current,2024,0.0301412711040463
CNTY_00185,116.578088458431,38.661375524341,Current,2024,0.0139463002761503
CNTY_00186,116.48149057896,38.9060603955878,Current,2024,0.023796991896308
CNTY_00187,116.935468175143,39.8925291178757,Current,2024,0.0306805985336741
CNTY_00188,116.562837273737,39.1034036987379,Current,2024,0.0162135684863091
CNTY_00189,117.007549791099,39.9589485254815,Current,2024,0.0316793641877212
