cell50,lon,lat,ssp,year,hazard
31_66,90.1189585854653,44.3872192135337,Current,2024,0.0260876150861461
31_68,89.8433004269267,45.2428778896693,Current,2024,0.017809372595426
31_69,89.7007778699067,45.6701476121908,Current,2024,0.0176989514628191
31_70,89.5550132666518,46.0970304961711,Current,2024,0.0192280347455321
31_71,89.4059178509371,46.5235157436156,Current,2024,0.0265063179134799
31_72,89.2533995112899,46.9495921528613,Current,2024,0.0252152787197897
31_73,89.0973626417816,47.3752480988984,Current,2024,0.0175400433713787
31_74,88.9377079851062,47.800471512594,Current,2024,0.0177485587260651
32_30,93.9838420434609,28.8513388881174,Current,2024,0.0583958991452314
32_31,93.9232801016365,29.2889106137932,Current,2024,0.0499250666706687
32_32,93.8613626172064,29.7263368698589,Current,2024,0.0478539696068989
32_33,93.7980652125217,30.1636142867424,Current,2024,0.0367146946200644
32_34,93.7333627372355,30.6007394208178,Current,2024,0.0462929873196178
32_35,93.6672292424102,31.0377087513704,Current,2024,0.0652786434722339
32_36,93.5996379535102,31.4745186774297,Current,2024,0.0623560468124629
32_37,93.5305612422288,31.9111655144641,Current,2024,0.0634324988287598
32_38,93.4599705970923,32.347645490929,Current,2024,0.0561265528730671
32_39,93.3878365927839,32.7839547446632,Current,2024,0.0618806069182347
32_40,93.3141288581237,33.2200893191235,Current,2024,0.0696703830540145
32_44,93.0029181732315,34.9627981646288,Current,2024,0.115326935889688
32_45,92.9208506891279,35.3979964055964,Current,2024,0.13001278972894
32_46,92.8370054048724,35.8329940127242,Current,2024,0.0657665906113951
32_54,92.0974035193349,39.3051544182982,Current,2024,0.0964979544966268
32_59,91.5660664071318,41.4673516852677,Current,2024,0.0180884325370566
32_63,91.097295898733,43.1920821975784,Current,2024,0.021646192251368
32_64,90.9735162566977,43.6225054184141,Current,2024,0.0217202153585168
32_68,90.4499422336468,45.3409131090116,Current,2024,0.019808891204263
32_69,90.3115506606971,45.7696487432698,Current,2024,0.0163746067354681
32_70,90.1699960455937,46.1980187102162,Current,2024,0.0163237257484707
32_71,90.0251910515426,46.6260128108598,Current,2024,0.0184634251822084
32_72,89.8770450161691,47.0536204622898,Current,2024,0.0273670032464644
32_73,89.7254638010279,47.480830678762,Current,2024,0.023448266899723
33_31,94.4230176897327,29.3417009699443,Current,2024,0.0306846020945278
33_32,94.3631267235754,29.7800716633183,Current,2024,0.02316757994855
33_33,94.3018986955972,30.2183013190955,Current,2024,0.0517779892445888
33_34,94.2393091137654,30.6563866979994,Current,2024,0.067478133009002
33_35,94.1753327049494,31.0943244887788,Current,2024,0.0728163161187258
33_37,94.0431142475433,31.9697436830413,Current,2024,0.0761598858975111
33_41,93.7608302162453,33.7186566030751,Current,2024,0.0484611181490018
33_45,93.453117608104,35.4647987152302,Current,2024,0.0470207460743721
33_46,93.3719655482866,35.9008706352768,Current,2024,0.074644870716685
33_47,93.2890514912122,36.3367483848185,Current,2024,0.0767958725885266
33_48,93.2043371036322,36.7724273897333,Current,2024,0.149743338599644
33_63,91.6871202315148,43.2802055162335,Current,2024,0.0189291203825879
33_64,91.5671673732383,43.7119577790278,Current,2024,0.023457168862236
33_66,91.3191001857632,44.574549072321,Current,2024,0.0213393313137936
33_70,90.7882286494277,46.2958437401832,Current,2024,0.0276049630450403
33_71,90.6478047143457,46.7253048197101,Current,2024,0.0247318968963387
34_30,94.9806388197201,28.9532829079831,Current,2024,0.0660352316371818
34_31,94.9240684813817,29.3926973460126,Current,2024,0.0212448249061545
34_32,94.8662277658622,29.8319813167613,Current,2024,0.0267383738630604
34_33,94.8070936023742,30.2711318450371,Current,2024,0.0439918632995099
34_34,94.7466421826939,30.7101458914114,Current,2024,0.0508862534598258
34_35,94.684848936098,31.1490203495322,Current,2024,0.0653182579572812
34_36,94.6216885032057,31.5877520433193,Current,2024,0.0575199542257975
34_37,94.5571347086742,32.0263377240346,Current,2024,0.0470457007811015
