cell,lon,lat,ssp,year,hazard
78_85,121.990532219828,53.5282129132909,Current,2024,0.0383478246496187
79_85,122.720180351411,53.4386898147064,Current,2024,0.0161598420796443
80_85,123.44583225759,53.3448413540082,Current,2024,0.0251833799316275
79_84,122.568590895393,53.0040220002998,Current,2024,0.0205235275998656
80_84,123.28747806409,52.9116343509608,Current,2024,0.0255378557221451
81_84,124.002351243632,52.8150368866032,Current,2024,0.0284114144097898
83_84,125.419479237478,52.6094382505589,Current,2024,0.0285123393358946
77_82,120.854569459713,52.3003330082819,Current,2024,0.0158942081942657
78_82,121.567453002304,52.2191207325621,Current,2024,0.0215070339295625
79_82,122.276873791582,52.1337157530991,Current,2024,0.0266655996369315
85_83,126.633527796297,51.9621483869374,Current,2024,0.0306151682175483
77_81,120.727181286858,51.8621323451554,Current,2024,0.0204440836090228
79_81,122.136495678067,51.6980971658681,Current,2024,0.0250663056359812
85_82,126.452705318478,51.5361125570641,Current,2024,0.0312684229013961
77_80,120.602993567897,51.4236816997649,Current,2024,0.0284588672419197
82_81,124.223918066157,51.4215360181808,Current,2024,0.0306281874254648
76_80,119.89996719621,51.498278252337,Current,2024,0.0261987567064969
79_80,121.999613291347,51.262180775375,Current,2024,0.0249385513521109
78_80,121.302924240281,51.3449677804976,Current,2024,0.0270580911303184
80_80,122.692919455411,51.1753668660064,Current,2024,0.0239136590254005
84_81,125.596259736814,51.2174198596856,Current,2024,0.0334230293641994
76_79,119.785230814627,51.0584299442319,Current,2024,0.0218498041270371
78_79,121.175577531341,50.9074892179185,Current,2024,0.0299360830201371
79_79,121.866114589241,50.8259754535331,Current,2024,0.0292750255924756
76_78,119.673345183186,50.6183669879169,Current,2024,0.0265176628557779
77_78,120.363808003402,50.5460593668925,Current,2024,0.0277033006485373
81_79,123.237228718961,50.6510852644613,Current,2024,0.0321923563136037
78_78,121.051369731064,50.469753020588,Current,2024,0.0258375146114885
79_78,121.73589231786,50.3894896929407,Current,2024,0.0285760013813809
82_79,123.91754450864,50.5578037886455,Current,2024,0.0288681842751546
75_77,118.877151083271,50.2453099612596,Current,2024,0.0245937953208979
76_77,119.56421919248,50.1780953860993,Current,2024,0.0270362789700535
80_78,122.417241903484,50.3053129409757,Current,2024,0.0249241188299328
77_77,120.248615474652,50.1069013593769,Current,2024,0.0270503852088937
79_77,121.608843765854,49.9527316274678,Current,2024,0.0241431956373295
75_76,118.7767093457,49.8037997877623,Current,2024,0.0246013988067803
76_76,119.457765646922,49.7376208872865,Current,2024,0.026656084134973
87_79,127.261913747416,50.0350746009963,Current,2024,0.0385916074219341
77_76,120.136233574206,49.667520763395,Current,2024,0.0275539880693712
80_77,122.284411124156,49.8698387893431,Current,2024,0.0313844759847562
74_76,118.093202542894,49.8660217190417,Current,2024,0.0223144315807332
79_76,121.484870533377,49.5157090515692,Current,2024,0.0386022272146311
84_77,124.953472630406,49.5005931008507,Current,2024,0.0349265606856067
73_75,117.32136787101,49.4807045390328,Current,2024,0.0256586007586748
80_76,122.154781929451,49.4340779883178,Current,2024,0.0276029443373197
82_77,123.625821128338,49.6926571985023,Current,2024,0.0303968784408354
89_78,128.386718930274,49.3796060810713,Current,2024,0.0347610051273416
