grid_id,lon,lat,ssp,year,climate_z,effort_z,hazard
54,120.98934621946,53.1655657942916,Current,2024,1.46429198759832,-0.928183161921624,0.0163469351118316
55,121.766597775951,53.2204133988419,Current,2024,1.40814638497613,-0.928183161921624,0.0167718886122683
56,122.625962550526,53.2615170240288,Current,2024,1.75966705351653,-0.722850936380261,0.0154968166471738
57,123.503872211582,53.2867806513094,Current,2024,0.813125282152207,-0.569486274297705,0.023395197164921
58,124.234533147575,53.1929084230386,Current,2024,0.821058835982244,-0.928183161921624,0.0219263947194038
59,125.067534970276,53.1220547884351,Current,2024,0.53849983695814,-0.928183161921624,0.0249380640924737
125,120.201065679812,52.686172327543,Current,2024,1.4173008329311,-0.928183161921624,0.0167018607303328
126,120.844576434726,52.8132208818435,Current,2024,1.45818949484214,-0.928183161921624,0.0163926014200169
127,121.721720998195,52.820390340621,Current,2024,1.61197945846911,-0.928183161921624,0.015279432802463
128,122.620036282315,52.820390340621,Current,2024,0.27302879352225,-0.257754871895235,0.0289382962937533
129,123.518351566434,52.820390340621,Current,2024,0.715480299309471,-0.722850936380261,0.0237139240414287
130,124.416446647668,52.8202403435421,Current,2024,0.380437591191321,-0.816921408510411,0.0269990287274712
131,125.28164631535,52.8005737429746,Current,2024,0.442075529533072,-0.928183161921624,0.0260565404950832
132,125.869886774161,52.6803504259881,Current,2024,-0.36898459324409,-0.928183161921624,0.0376434614583601
197,120.067097887072,52.5451834148273,Current,2024,1.4173008329311,-0.928183161921624,0.0167018607303328
198,120.968340417924,52.2812213666407,Current,2024,1.60343601623499,-0.816921408510411,0.0159667365140517
199,121.721720998195,52.274134035273,Current,2024,1.32819999104901,-0.345082180075686,0.0206491135552306
200,122.620036282315,52.274134035273,Current,2024,0.811904364337774,-0.928183161921624,0.0220180819796065
201,123.518351566434,52.274134035273,Current,2024,-0.188952191517277,-0.928183161921624,0.0346984578760252
202,124.416666850554,52.274134035273,Current,2024,0.100319669141037,-0.928183161921624,0.0304337748022278
203,125.314982134673,52.274134035273,Current,2024,1.13718285145246,-0.722850936380261,0.0199747241303101
204,126.039464540426,52.2416405198819,Current,2024,0.409730686614649,-0.928183161921624,0.0264427000030992
269,120.217755654577,51.5814892348358,Current,2024,1.10117645329737,-0.928183161921624,0.0192963212581115
270,120.848137852535,51.704730306573,Current,2024,1.07432426315584,-0.181374047858838,0.0232487424668226
271,121.721720998195,51.7210618695902,Current,2024,1.43988099628829,-0.345082180075686,0.0199307001174299
272,122.620036282315,51.7210618695902,Current,2024,0.736229960364867,-0.722850936380261,0.0235147305174465
273,123.518351566434,51.7210618695902,Current,2024,-0.384851776110366,-0.928183161921624,0.0379144769166278
274,124.416666850554,51.7210618695902,Current,2024,-0.0241768621806623,-0.722850936380261,0.032012542366341
275,125.314982134673,51.7210618695902,Current,2024,0.118018072223677,-0.928183161921624,0.0301902848552168
276,126.170400509542,51.7017618694339,Current,2024,0.17782505548047,-0.816921408510411,0.0294444044378925
277,126.709879883934,51.4945263196956,Current,2024,-0.00159627959664726,-0.928183161921624,0.0318739745373015
341,120.052672960567,51.1281229030947,Current,2024,1.05235410587723,-0.257754871895235,0.0229877593493409
342,120.823405714076,51.1611409828537,Current,2024,0.655673108803669,-0.447026956661455,0.0252054284081075
343,121.721720998195,51.1611409828537,Current,2024,0.655673132447697,-0.0240338008477713,0.0266633338631683
344,122.620036282315,51.1611409828537,Current,2024,0.744163980482435,-0.816921408510411,0.0231014576797362
345,123.518351566434,51.1611409828537,Current,2024,0.401797524366105,-0.816921408510411,0.0267532019432598
346,124.416666850554,51.1611409828537,Current,2024,0.219323877838334,-0.928183161921624,0.0288330134945235
347,125.314982134673,51.1611409828537,Current,2024,-0.277442366788454,-0.505190006107941,0.0347872334564724
348,126.213297418793,51.1611409828537,Current,2024,-0.0742197716180673,-0.928183161921624,0.0329409278207313
349,126.794002975364,51.1063729353377,Current,2024,-0.00159627959664726,-0.928183161921624,0.0318739745373015
412,119.343388779203,50.476249202058,Current,2024,0.731957792398397,-0.641363386909434,0.0238477426175708
413,119.925453215316,50.5941192066292,Current,2024,0.670319720877108,-0.299857780566577,0.0255887864813326
414,120.823405714076,50.5943407078584,Current,2024,0.660555231013746,0.077910975737997,0.0269985535495116
415,121.721720998195,50.5943407078585,Current,2024,0.826551237495858,0.664612263768529,0.0288407640874
416,122.620036282315,50.5943407078584,Current,2024,-0.202988631776574,-0.816921408510411,0.034644725639887
417,123.518351566434,50.5943407078585,Current,2024,0.403018003129108,-0.816921408510411,0.0267392225789985
418,124.416666850554,50.5943407078585,Current,2024,0.193081925532347,-0.447026956661455,0.029500889930673
419,125.314982134673,50.5943407078585,Current,2024,-0.153556208118733,-0.928183161921624,0.0341466414717214
420,126.213297418793,50.5943407078585,Current,2024,-0.240215782647105,-0.928183161921624,0.035513201981908
421,126.964999554068,50.5798376124154,Current,2024,-0.312228670714287,-0.928183161921624,0.0366895142753266
481,116.711274531013,49.77390874873,Current,2024,1.09812496856929,-0.928183161921624,0.0193232169444074
482,116.834034981637,49.7553445255093,Current,2024,1.09812496856929,-0.928183161921624,0.0193232169444074
483,118.469695477319,49.7918715903298,Current,2024,0.890019870701833,-0.928183161921624,0.0212477384526216
484,119.132454390713,49.9209814543472,Current,2024,0.744163521106237,0.29322026484112,0.0274100714322588
485,119.925090429956,50.0206326773674,Current,2024,0.716090740074442,0.512528294974952,0.0284398230812708
486,120.823405714076,50.0206326773673,Current,2024,0.625769239643786,-0.816921408510411,0.0243048920790653
487,121.721720998195,50.0206326773674,Current,2024,0.368231674467983,-0.447026956661455,0.0277956772478073
488,122.620036282315,50.0206326773673,Current,2024,0.467097506466526,-0.928183161921624,0.0257616289910529
489,123.518351566434,50.0206326773674,Current,2024,-0.0101403375758405,-0.928183161921624,0.0319977146307187
