scale,hr,hr.low,hr.high,p.value,n_risk_rows,n_events
province,1.2735092812154,1.19770878935586,1.3541070281483,1.14314024753718e-14,188870,817
prefecture,1.04316936501253,0.969377144267482,1.12257889567116,0.258855427609531,63814,790
county,1.02123946364854,0.947818381653182,1.10034798047921,0.580865571131359,158722,790
