run,term,n,events,hr,hr.low,hr.high,p.value,dAIC_M3_M4
v3,temp_grad_z:effort_lag(t-1),174940,795,1.29211643357849,1.19562212604473,1.3963984452569,9.68099526016379e-11,36.7775645206912
